Data point number,Authors,Paper name,Year,Journal,Country of authors' affiliation,Channel hydraulic diameter [mm],Channel lenght [mm],Channel boundary conditions,Channel cross section type,Channel cross section aspect ratio,Ignition location,Initial temperature [K],Initial pressure [bar],H2 [% v/v],CH4 [% v/v],C2H2 [% v/v],C2H4 [% v/v],C2H6 [% v/v],C3H8 [% v/v],C4H10 [% v/v],CO [% v/v],O2 [% v/v],N2 [% v/v],Ar [% v/v],He [% v/v],CO2 [% v/v],Run-up distance to detonation [mm],CJ detonation speed [m/s],Detonation induction lenght [m],Laminar flame speed [m/s],Expansion ratio ,Laminar flame thickness [m],Adiabatic flame temperature [K],Cp/Cv,Sound speed in burnt products [m/s],Sound speed in fresh mixture [m/s],Lewis (fuel),Lewis (Oxygen),Activation energy [J/kmol],Zeldovich number
239,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,15,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60,2.63E+03,1.35E-05,2.42E+00,1.39E+01,1.22E-02,3.32E+03,1.35E+00,1.30E+03,3.68E+02,8.16E-01,1.63E+00,1.18E+05,3.89E+00
240,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,15,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1830,2.63E+03,2.75E-04,1.06E+00,1.29E+01,2.40E-01,2.62E+03,1.34E+00,1.31E+03,3.79E+02,7.73E-01,1.54E+00,1.27E+05,5.14E+00
241,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,15,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,890,2.68E+03,5.01E-05,8.90E-01,1.32E+01,5.56E-02,2.69E+03,1.34E+00,1.32E+03,3.79E+02,7.73E-01,1.54E+00,1.31E+05,5.19E+00
242,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,15,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,640,2.70E+03,2.45E-05,8.21E-01,1.33E+01,2.97E-02,2.71E+03,1.34E+00,1.33E+03,3.79E+02,7.73E-01,1.54E+00,1.29E+05,5.10E+00
243,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,15,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,170,2.71E+03,9.94E-06,7.69E-01,1.33E+01,1.24E-02,2.73E+03,1.34E+00,1.33E+03,3.79E+02,7.73E-01,1.54E+00,1.28E+05,5.02E+00
244,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.00000000000001,0.0,0.0,0.0,0.0,1660,1.78E+03,2.34E-02,5.37E-02,7.94E+00,6.29E-01,2.98E+03,1.40E+00,9.03E+02,3.45E+02,9.94E-01,1.14E+00,1.04E+05,3.76E+00
245,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.00000000000001,0.0,0.0,0.0,0.0,1470,1.80E+03,8.76E-03,5.64E-02,8.06E+00,3.00E-01,3.04E+03,1.40E+00,9.09E+02,3.45E+02,9.94E-01,1.14E+00,1.93E+05,6.84E+00
246,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.00000000000001,0.0,0.0,0.0,0.0,1180,1.82E+03,3.15E-03,5.98E-02,8.22E+00,1.15E-01,3.13E+03,1.40E+00,9.17E+02,3.45E+02,9.94E-01,1.14E+00,1.10E+05,3.80E+00
247,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,1340,1.83E+03,1.62E-02,6.94E-02,8.29E+00,5.01E-01,3.14E+03,1.40E+00,9.30E+02,3.48E+02,9.70E-01,1.11E+00,7.77E+04,2.68E+00
248,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,1260,1.85E+03,6.65E-03,7.43E-02,8.44E+00,2.36E-01,3.22E+03,1.40E+00,9.37E+02,3.48E+02,9.70E-01,1.11E+00,1.80E+05,6.08E+00
249,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,920,1.88E+03,2.09E-03,8.03E-02,8.62E+00,8.87E-02,3.33E+03,1.40E+00,9.47E+02,3.49E+02,9.70E-01,1.11E+00,4.05E+04,1.32E+00
250,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,1330,1.85E+03,1.60E-02,6.65E-02,8.31E+00,5.20E-01,3.16E+03,1.40E+00,9.37E+02,3.50E+02,9.60E-01,1.10E+00,8.11E+04,2.78E+00
251,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,1230,1.87E+03,6.67E-03,7.11E-02,8.47E+00,2.46E-01,3.25E+03,1.40E+00,9.45E+02,3.50E+02,9.60E-01,1.10E+00,1.92E+05,6.44E+00
252,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,740,1.90E+03,4.85E-03,7.63E-02,8.68E+00,9.33E-02,3.36E+03,1.40E+00,9.55E+02,3.50E+02,9.60E-01,1.10E+00,1.71E+05,5.55E+00
253,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,1500,1.86E+03,3.23E-02,5.10E-02,8.29E+00,6.60E-01,3.14E+03,1.40E+00,9.41E+02,3.52E+02,9.46E-01,1.08E+00,1.69E+05,5.83E+00
254,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,1300,1.88E+03,8.12E-03,5.35E-02,8.42E+00,3.20E-01,3.22E+03,1.40E+00,9.48E+02,3.52E+02,9.47E-01,1.08E+00,3.54E+04,1.20E+00
255,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,1210,1.91E+03,2.58E-03,5.64E-02,8.61E+00,1.24E-01,3.32E+03,1.40E+00,9.58E+02,3.52E+02,9.47E-01,1.08E+00,3.04E+05,9.98E+00
256,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,1600,1.85E+03,2.64E-02,3.45E-02,8.09E+00,9.58E-01,3.05E+03,1.40E+00,9.36E+02,3.54E+02,9.39E-01,1.07E+00,1.26E+05,4.46E+00
257,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,1510,1.87E+03,1.12E-02,3.52E-02,8.21E+00,4.77E-01,3.11E+03,1.40E+00,9.42E+02,3.54E+02,9.39E-01,1.07E+00,1.30E+05,4.54E+00
258,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,1300,1.89E+03,3.64E-03,3.59E-02,8.35E+00,1.93E-01,3.18E+03,1.40E+00,9.49E+02,3.54E+02,9.39E-01,1.07E+00,2.15E+05,7.33E+00
259,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,2280,2.39E+03,7.76E-05,6.64E+00,7.65E+00,2.65E-01,2.89E+03,1.40E+00,1.23E+03,4.75E+02,4.37E-01,2.36E+00,6.04E+04,2.24E+00
260,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,1210,2.47E+03,2.20E-05,7.42E+00,7.99E+00,3.42E-02,3.06E+03,1.40E+00,1.25E+03,4.74E+02,4.38E-01,2.36E+00,2.09E+04,7.40E-01
261,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,2440,2.23E+03,8.42E-05,4.60E+00,7.51E+00,3.85E-02,2.82E+03,1.40E+00,1.14E+03,4.43E+02,4.42E-01,2.05E+00,7.10E+04,2.69E+00
262,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,57.14285713999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428569999995,0.0,0.0,14.285714289999998,0.0,1850,2.83E+03,5.14E-05,1.06E+01,8.00E+00,2.27E-01,3.08E+03,1.40E+00,1.44E+03,5.48E+02,3.86E-01,6.12E+00,1.03E+05,3.63E+00
263,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,2280,2.83E+03,5.14E-05,1.06E+01,8.00E+00,2.27E-01,3.08E+03,1.40E+00,1.44E+03,5.48E+02,3.86E-01,6.12E+00,1.03E+05,3.63E+00
264,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,57.14285713999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428569999995,0.0,0.0,14.285714289999998,0.0,630,2.92E+03,2.11E-05,1.27E+01,8.37E+00,2.85E-02,3.30E+03,1.40E+00,1.47E+03,5.48E+02,3.86E-01,6.12E+00,2.17E+04,7.16E-01
265,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,1080,2.92E+03,2.11E-05,1.27E+01,8.37E+00,2.85E-02,3.30E+03,1.40E+00,1.47E+03,5.48E+02,3.86E-01,6.12E+00,2.17E+04,7.16E-01
266,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,210,2.92E+03,2.11E-05,1.27E+01,8.37E+00,2.85E-02,3.30E+03,1.40E+00,1.47E+03,5.48E+02,3.86E-01,6.12E+00,2.17E+04,7.16E-01
267,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,1780,2.26E+03,4.14E-05,7.08E+00,7.95E+00,2.72E-01,2.95E+03,1.44E+00,1.17E+03,4.43E+02,4.26E-01,2.12E+00,8.47E+04,3.09E+00
268,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,2400,2.04E+03,4.22E-05,5.16E+00,7.81E+00,3.14E-01,2.84E+03,1.48E+00,1.06E+03,4.05E+02,4.35E-01,1.97E+00,6.13E+04,2.31E+00
269,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,400,2.34E+03,1.02E-05,8.12E+00,8.31E+00,3.38E-02,3.14E+03,1.44E+00,1.19E+03,4.43E+02,4.26E-01,2.12E+00,8.19E+04,2.83E+00
270,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,1080,2.11E+03,8.89E-06,5.70E+00,8.13E+00,3.90E-02,2.99E+03,1.48E+00,1.08E+03,4.05E+02,4.35E-01,1.97E+00,1.07E+05,3.84E+00
271,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,1,57.14285713999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428569999995,0.0,0.0,0.0,14.285714289999998,2390,2.29E+03,1.57E-04,7.46E+00,7.40E+00,2.32E-01,2.85E+03,1.38E+00,1.17E+03,4.63E+02,4.05E-01,2.39E+00,1.05E+05,3.97E+00
272,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,57.14285713999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428569999995,0.0,0.0,0.0,14.285714289999998,1110,2.35E+03,1.68E-04,8.06E+00,7.67E+00,2.95E-02,3.01E+03,1.38E+00,1.19E+03,4.63E+02,4.06E-01,2.40E+00,3.17E+04,1.14E+00
273,Bollinger et al.,Experimental Measurements and Theoretical Analysis of Detonation Induction Distances,1959,ARS journal,USA,50,2921,Closed/Closed,Cyrcular,N.A.,Closed end,310,5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1590,2.05E+03,7.84E-04,5.04E+00,7.15E+00,3.19E-02,2.78E+03,1.36E+00,1.04E+03,4.19E+02,4.08E-01,2.08E+00,4.99E+03,1.92E-01
274,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,70.1,2.37E+03,2.17E-05,4.88E+00,1.42E+01,6.46E-02,3.17E+03,1.34E+00,1.19E+03,3.28E+02,1.14E+00,1.30E+00,8.98E+04,3.08E+00
275,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,23.25581395348837,0.0,0.0,0.0,0.0,69.76744186046511,6.976744186046512,0.0,0.0,0.0,77.4,2.33E+03,2.59E-05,4.60E+00,1.37E+01,6.81E-02,3.14E+03,1.34E+00,1.17E+03,3.30E+02,1.15E+00,1.23E+00,8.24E+04,2.85E+00
276,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1.001,0.0,0.0,0.0,21.73913043478261,0.0,0.0,0.0,0.0,65.21739130434783,13.043478260869565,0.0,0.0,0.0,89.6,2.30E+03,2.99E-05,4.33E+00,1.32E+01,7.16E-02,3.12E+03,1.35E+00,1.15E+03,3.31E+02,1.17E+00,1.19E+00,8.75E+04,3.05E+00
277,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,20.40816326530612,0.0,0.0,0.0,0.0,61.22448979591836,18.36734693877551,0.0,0.0,0.0,81.05,2.27E+03,3.46E-05,4.09E+00,1.29E+01,7.53E-02,3.09E+03,1.35E+00,1.14E+03,3.32E+02,1.18E+00,1.17E+00,7.88E+04,2.77E+00
278,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,19.23076923076923,0.0,0.0,0.0,0.0,57.692307692307686,23.076923076923077,0.0,0.0,0.0,88.5,2.24E+03,3.93E-05,3.87E+00,1.25E+01,7.90E-02,3.07E+03,1.35E+00,1.13E+03,3.33E+02,1.20E+00,1.15E+00,9.04E+04,3.20E+00
279,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,54.54545454545454,27.27272727272727,0.0,0.0,0.0,97.8,2.21E+03,4.41E-05,3.66E+00,1.22E+01,8.28E-02,3.04E+03,1.35E+00,1.12E+03,3.34E+02,1.21E+00,1.14E+00,9.14E+04,3.26E+00
280,Ming-Hsun Wu et al.,Transmission of near-limit detonation wave through a planar sudden expansion in a narrow channel,2012,Combustion and flame,Taiwan,1,750,Closed/Open,Rectangular,1,Closed end,300,1,0.0,0.0,0.0,17.24137931034483,0.0,0.0,0.0,0.0,51.724137931034484,31.03448275862069,0.0,0.0,0.0,99,2.19E+03,4.98E-05,3.47E+00,1.20E+01,8.66E-02,3.02E+03,1.36E+00,1.11E+03,3.35E+02,1.22E+00,1.13E+00,9.18E+04,3.29E+00
281,Ballossier et al.,Topologies de l’accélération de flammes d’H2-O2-N2 dans des canaux étroits: de l’allumage jusqu’à la détonation,2021,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,400,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
282,Ballossier et al.,Topologies de l’accélération de flammes d’H2-O2-N2 dans des canaux étroits: de l’allumage jusqu’à la détonation,2021,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,680,2.40E+03,7.69E-05,6.32E+00,7.94E+00,2.60E-01,2.89E+03,1.40E+00,1.23E+03,4.66E+02,4.38E-01,2.36E+00,6.51E+04,2.43E+00
283,Ballossier et al.,Topologies de l’accélération de flammes d’H2-O2-N2 dans des canaux étroits: de l’allumage jusqu’à la détonation,2021,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,825,2.18E+03,1.15E-04,4.28E+00,7.58E+00,2.93E-01,2.71E+03,1.40E+00,1.12E+03,4.34E+02,4.43E-01,2.06E+00,8.42E+04,3.33E+00
284,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,34.48344834483448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24172417241724,0.0,48.27482748274827,0.0,0.0,759,1.94E+03,4.40E-05,3.92E+00,7.96E+00,3.37E-01,2.75E+03,1.50E+00,1.01E+03,3.81E+02,4.34E-01,1.91E+00,8.62E+04,3.36E+00
285,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.0,25.86,22.42,0.0,842,2.14E+03,4.04E-05,5.71E+00,8.20E+00,2.88E-01,2.89E+03,1.46E+00,1.10E+03,4.12E+02,4.33E-01,2.03E+00,7.90E+04,2.95E+00
286,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,61.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66,0.0,0.0,0.0,0.0,385,2.65E+03,4.78E-05,9.66E+00,8.24E+00,2.10E-01,3.05E+03,1.40E+00,1.35E+03,5.05E+02,4.04E-01,6.42E+00,8.09E+04,2.88E+00
287,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,77.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,0.0,0.0,0.0,0.0,650,3.29E+03,8.08E-05,9.68E+00,8.11E+00,2.63E-01,2.94E+03,1.40E+00,1.68E+03,6.30E+02,3.32E-01,5.27E+00,8.30E+04,3.06E+00
288,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,300,1.0001,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,467,2.39E+03,1.98E-04,3.16E+00,1.26E+01,8.92E-02,3.05E+03,1.36E+00,1.20E+03,3.56E+02,8.47E-01,1.69E+00,1.23E+05,4.38E+00
289,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,44.44,11.12,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,370,2.61E+03,7.36E-05,7.73E+00,9.71E+00,9.85E-02,3.06E+03,1.39E+00,1.32E+03,4.52E+02,4.40E-01,3.91E+00,8.94E+04,3.17E+00
290,Mejia et al.,Flame acceleration and transition to detonation in narrow channels,2024,Thesis France,France,10,1000,Closed/Open,Rectangular,1,Closed end,298,1,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,55.559999999999995,0.0,0.0,0.0,0.0,373,2.48E+03,1.15E-04,4.68E+00,1.12E+01,8.87E-02,3.06E+03,1.37E+00,1.25E+03,3.95E+02,4.04E-01,2.74E+00,1.02E+05,3.64E+00
291,Melguizo et al.,Experimental and theoretical observations on DDT in smooth narrow channels,2020,Proceedings of the Combustion Institute,France,6,,Closed/Open,Rectangular,1,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,262,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
292,Li et al.,Tube diameter effect on deflagration-to-detonation transition of propane oxygen mixtures,2006,Shock Waves,Taiwan,152.4,914.4,Closed/Open,Cyrcular,N.A.,Closed end,298,1.0001,0.0,0.0,0.0,0.0,0.0,9.511888318568674,0.0,0.0,90.48811168143132,0.0,0.0,0.0,0.0,574.4364944,2.06E+03,1.05E-04,2.41E+00,1.19E+01,8.51E-02,2.92E+03,1.33E+00,1.04E+03,3.15E+02,1.73E+00,1.26E+00,4.28E+04,1.58E+00
293,Li et al.,Tube diameter effect on deflagration-to-detonation transition of propane oxygen mixtures,2006,Shock Waves,Taiwan,152.4,914.4,Closed/Open,Cyrcular,N.A.,Closed end,298,1.0001,0.0,0.0,0.0,0.0,0.0,11.49247510126883,0.0,0.0,88.50752489873118,0.0,0.0,0.0,0.0,460.0302858,2.15E+03,7.00E-05,2.68E+00,1.30E+01,7.73E-02,3.00E+03,1.32E+00,1.08E+03,3.13E+02,1.69E+00,1.22E+00,3.82E+04,1.38E+00
294,Li et al.,Tube diameter effect on deflagration-to-detonation transition of propane oxygen mixtures,2006,Shock Waves,Taiwan,152.4,914.4,Closed/Open,Cyrcular,N.A.,Closed end,300,1.0001,0.0,0.0,0.0,0.0,0.0,12.848589147351113,0.0,0.0,87.1514108526489,0.0,0.0,0.0,0.0,318.0882075,2.21E+03,5.64E-05,2.80E+00,1.36E+01,7.46E-02,3.03E+03,1.31E+00,1.11E+03,3.12E+02,1.66E+00,1.20E+00,3.86E+04,1.38E+00
295,Li et al.,Tube diameter effect on deflagration-to-detonation transition of propane oxygen mixtures,2006,Shock Waves,Taiwan,152.4,914.4,Closed/Open,Cyrcular,N.A.,Closed end,300,1,0.0,0.0,0.0,0.0,0.0,14.709544265864977,0.0,0.0,85.29045573413502,0.0,0.0,0.0,0.0,341.2296044,2.28E+03,4.41E-05,2.86E+00,1.45E+01,7.32E-02,3.07E+03,1.30E+00,1.14E+03,3.10E+02,1.62E+00,1.17E+00,3.88E+04,1.37E+00
